,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,LATITUDE,LONGITUDE,LocationID,ACCESS2,ARTHRITIS,BINGE,BPHIGH,BPMED,CANCER,CASTHMA,CERVICAL,CHD,CHECKUP,CHOLSCREEN,COGNITION,COLON_SCREEN,COPD,COREM,COREW,CSMOKING,DENTAL,DEPRESSION,DIABETES,DISABILITY,GHLTH,HEARING,HIGHCHOL,INDEPLIVE,KIDNEY,LPA,MAMMOUSE,MHLTH,MOBILITY,OBESITY,PHLTH,SELFCARE,SLEEP,STROKE,TEETHLOST,VISION,Geolocation,TotalPopulation,PRICE_cat2,PROPERTY TYPE_Condo/Co-op,PROPERTY TYPE_Mobile/Manufactured Home,PROPERTY TYPE_Multi-Family (2-4 Unit),PROPERTY TYPE_Multi-Family (5+ Unit),PROPERTY TYPE_Single Family Residential,PROPERTY TYPE_Townhouse,STATE OR PROVINCE_ME,STATE OR PROVINCE_NH,STATE OR PROVINCE_VT
5365,230000,3.0,1.0,1119.0,5227.0,1961.0,1,206.0,44.5408885,-69.6578917,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
5366,275000,3.0,1.0,1748.0,108900.0,1986.0,1,157.0,44.56833,-69.724939,4963.0,6.8,30.1,14.5,30.1,75.4,7.1,11.6,85.4,5.9,76.9,62.8,13.9,80.5,7.6,55.1,42.0,16.8,69.7,24.1,9.3,29.3,13.2,7.1,34.9,6.6,2.9,24.0,77.4,15.5,12.3,34.6,10.6,3.3,29.2,2.8,14.4,4.0,(-69.88746807 44.57217293),7238.0,Low,0,0,0,0,1,0,1,0,0
5367,369900,3.0,2.0,1854.0,136342.0,2023.0,1,200.0,44.1554151,-69.6661985,4345.0,8.5,31.1,14.1,31.4,75.5,7.1,12.1,84.1,6.6,76.4,60.1,16.1,79.1,9.0,52.3,39.5,19.8,65.3,25.1,10.2,32.7,15.7,7.8,35.6,7.9,3.1,27.2,76.2,16.7,14.3,36.0,11.9,4.0,30.1,3.2,18.2,5.0,(-69.8019665 44.20083818),11646.0,Low,0,0,0,0,1,0,1,0,0
5368,385000,2.0,1.5,2248.0,20037.0,2010.0,1,171.0,44.2406586,-69.7832913,4344.0,7.6,31.3,13.7,31.3,77.0,7.9,11.6,84.9,6.7,77.3,62.9,14.4,81.4,8.2,53.9,40.1,16.7,68.4,23.8,9.7,31.3,14.1,8.1,36.0,7.1,3.2,25.4,76.5,15.3,13.5,33.5,11.0,3.4,28.6,3.2,15.8,4.4,(-69.8213306 44.25883731),2951.0,Low,0,0,0,0,1,0,1,0,0
5369,275000,3.0,1.0,2251.0,5662.0,1932.0,1,122.0,44.5507275,-69.6487823,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
5370,369000,3.0,2.0,1722.0,58806.0,1974.0,1,214.0,44.256037,-69.8846,4345.0,8.5,31.1,14.1,31.4,75.5,7.1,12.1,84.1,6.6,76.4,60.1,16.1,79.1,9.0,52.3,39.5,19.8,65.3,25.1,10.2,32.7,15.7,7.8,35.6,7.9,3.1,27.2,76.2,16.7,14.3,36.0,11.9,4.0,30.1,3.2,18.2,5.0,(-69.8019665 44.20083818),11646.0,Low,0,0,0,0,1,0,1,0,0
5371,965000,10.0,9.0,5200.0,71874.0,1790.0,1,186.0,44.5311905,-69.8873675,4963.0,6.8,30.1,14.5,30.1,75.4,7.1,11.6,85.4,5.9,76.9,62.8,13.9,80.5,7.6,55.1,42.0,16.8,69.7,24.1,9.3,29.3,13.2,7.1,34.9,6.6,2.9,24.0,77.4,15.5,12.3,34.6,10.6,3.3,29.2,2.8,14.4,4.0,(-69.88746807 44.57217293),7238.0,High,0,0,0,0,1,0,1,0,0
5372,429900,3.0,1.5,2558.0,87120.0,1990.0,1,168.0,44.480365,-69.644997,4989.0,7.2,31.5,14.2,31.5,76.2,7.5,11.7,85.4,6.4,77.1,62.8,14.6,79.9,8.3,54.7,41.6,18.1,68.3,24.1,9.9,31.1,14.2,7.6,35.7,7.1,3.0,25.7,76.3,15.7,13.4,35.3,11.3,3.5,29.7,3.0,16.0,4.3,(-69.64788791 44.42979278),4215.0,High,0,0,0,0,1,0,1,0,0
5373,394900,3.0,2.0,1792.0,104544.0,2023.0,1,220.0,44.2910259,-69.5699752,4363.0,9.3,30.8,14.4,30.9,74.6,6.9,12.4,83.5,6.4,75.7,59.1,16.9,78.9,9.2,51.3,40.2,21.1,64.5,25.7,9.9,33.2,16.2,7.6,35.5,8.0,3.0,27.8,74.9,17.2,14.1,35.9,12.2,3.9,30.5,3.1,18.9,4.9,(-69.57805927 44.31099886),2575.0,Low,0,0,0,0,1,0,1,0,0
5377,179455,2.0,1.0,1036.0,172497.0,1976.0,2,173.0,44.5173476,-69.5108522,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
5378,390000,4.0,2.0,2030.0,40510.0,1920.0,2,192.0,44.2856849,-69.7775065,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5380,385000,3.0,2.5,1730.0,354142.0,1988.0,2,223.0,44.5528673,-69.755506,4963.0,6.8,30.1,14.5,30.1,75.4,7.1,11.6,85.4,5.9,76.9,62.8,13.9,80.5,7.6,55.1,42.0,16.8,69.7,24.1,9.3,29.3,13.2,7.1,34.9,6.6,2.9,24.0,77.4,15.5,12.3,34.6,10.6,3.3,29.2,2.8,14.4,4.0,(-69.88746807 44.57217293),7238.0,Low,0,0,0,0,1,0,1,0,0
5381,299900,4.0,2.0,2244.0,12632.0,1870.0,2,134.0,44.2232542,-69.7822667,4345.0,8.5,31.1,14.1,31.4,75.5,7.1,12.1,84.1,6.6,76.4,60.1,16.1,79.1,9.0,52.3,39.5,19.8,65.3,25.1,10.2,32.7,15.7,7.8,35.6,7.9,3.1,27.2,76.2,16.7,14.3,36.0,11.9,4.0,30.1,3.2,18.2,5.0,(-69.8019665 44.20083818),11646.0,Low,0,0,0,0,1,0,1,0,0
5382,249000,3.0,1.0,1056.0,43560.0,1990.0,2,236.0,44.686998,-69.5169549,4927.0,9.8,30.5,14.4,31.2,74.4,6.6,12.4,83.2,6.6,75.3,57.3,17.5,77.7,9.5,50.6,38.3,22.1,62.6,25.8,10.3,34.1,16.8,7.8,35.6,8.4,3.0,28.7,75.5,17.6,14.6,36.7,12.5,4.2,31.0,3.2,20.1,5.2,(-69.5359166 44.67028442),3486.0,Low,0,0,0,0,1,0,1,0,0
5383,335000,3.0,2.0,1810.0,87120.0,1992.0,2,185.0,44.5336565,-69.5257899,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
5384,349900,3.0,2.0,1584.0,130680.0,1980.0,2,221.0,44.271517,-69.768077,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5385,215000,2.0,1.5,1404.0,95832.0,1940.0,3,153.0,44.3188997,-69.6035286,4363.0,9.3,30.8,14.4,30.9,74.6,6.9,12.4,83.5,6.4,75.7,59.1,16.9,78.9,9.2,51.3,40.2,21.1,64.5,25.7,9.9,33.2,16.2,7.6,35.5,8.0,3.0,27.8,74.9,17.2,14.1,35.9,12.2,3.9,30.5,3.1,18.9,4.9,(-69.57805927 44.31099886),2575.0,Low,0,0,0,0,1,0,1,0,0
5386,320000,3.0,2.0,1392.0,588060.0,2020.0,3,230.0,44.6879229,-69.5609661,4927.0,9.8,30.5,14.4,31.2,74.4,6.6,12.4,83.2,6.6,75.3,57.3,17.5,77.7,9.5,50.6,38.3,22.1,62.6,25.8,10.3,34.1,16.8,7.8,35.6,8.4,3.0,28.7,75.5,17.6,14.6,36.7,12.5,4.2,31.0,3.2,20.1,5.2,(-69.5359166 44.67028442),3486.0,Low,0,0,0,0,1,0,1,0,0
5388,64900,3.0,2.0,1892.0,125017.0,1997.0,5,34.0,44.321378,-69.578312,4363.0,9.3,30.8,14.4,30.9,74.6,6.9,12.4,83.5,6.4,75.7,59.1,16.9,78.9,9.2,51.3,40.2,21.1,64.5,25.7,9.9,33.2,16.2,7.6,35.5,8.0,3.0,27.8,74.9,17.2,14.1,35.9,12.2,3.9,30.5,3.1,18.9,4.9,(-69.57805927 44.31099886),2575.0,Low,0,1,0,0,0,0,1,0,0
5389,165000,4.0,2.0,1813.0,21780.0,1900.0,5,91.0,44.3170133,-69.7587756,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5390,243900,2.0,1.0,1068.0,16988.0,1950.0,5,228.0,44.537508,-69.65486,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
5391,195000,2.0,1.0,1261.0,10454.0,1950.0,5,155.0,44.3175967,-69.9510173,4364.0,6.2,31.5,13.8,31.2,77.2,8.0,11.4,86.2,6.3,78.0,65.8,12.9,81.6,7.6,56.0,43.3,15.1,71.7,23.2,9.4,29.1,12.8,7.5,35.9,6.3,3.0,23.3,77.2,14.4,12.6,33.5,10.4,3.1,28.0,3.0,13.3,3.9,(-69.96155157 44.31175989),6025.0,Low,0,0,0,0,1,0,1,0,0
5392,485000,3.0,2.5,2571.0,43995.0,1986.0,5,189.0,44.376767,-69.594527,4358.0,6.5,28.6,15.2,28.4,74.0,6.8,11.4,86.3,5.3,76.3,63.2,13.2,80.7,6.9,55.6,43.7,16.3,71.2,23.7,8.4,27.3,12.2,6.4,33.9,6.0,2.6,22.6,77.2,15.0,11.1,33.8,10.0,2.9,28.9,2.5,13.3,3.6,(-69.53285417 44.41826944),4276.0,High,0,0,0,0,1,0,1,0,0
5393,300000,5.0,3.0,1848.0,130680.0,1900.0,5,162.0,44.2917323,-69.8160631,4347.0,6.0,34.2,12.4,33.8,79.8,9.6,11.1,86.1,7.4,79.6,68.5,12.5,82.0,8.0,56.7,39.2,13.3,72.3,21.8,10.1,31.5,13.3,9.0,37.4,6.8,3.6,23.9,78.1,13.2,14.3,31.6,10.5,3.3,26.6,3.5,13.5,4.3,(-69.81407093 44.29049054),2355.0,Low,0,0,1,0,0,0,1,0,0
5395,575000,5.0,3.5,3757.0,32234.0,1966.0,5,153.0,44.3086254,-69.7995553,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,High,0,0,0,0,1,0,1,0,0
5396,159000,5.0,3.0,2492.0,10890.0,1949.0,6,64.0,44.5397243,-69.6587002,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,1,0,0,0,1,0,0
5397,365000,4.0,1.0,2063.0,20037.0,1974.0,6,177.0,44.367794,-69.7208805,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5398,139900,2.0,1.0,750.0,87120.0,1974.0,6,187.0,44.3095878,-69.6239125,4363.0,9.3,30.8,14.4,30.9,74.6,6.9,12.4,83.5,6.4,75.7,59.1,16.9,78.9,9.2,51.3,40.2,21.1,64.5,25.7,9.9,33.2,16.2,7.6,35.5,8.0,3.0,27.8,74.9,17.2,14.1,35.9,12.2,3.9,30.5,3.1,18.9,4.9,(-69.57805927 44.31099886),2575.0,Low,0,1,0,0,0,0,1,0,0
5399,199000,3.0,2.0,1726.0,7405.0,1950.0,6,115.0,44.5519921,-69.6466912,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
5400,515000,2.0,1.0,1840.0,42253.0,2005.0,6,280.0,44.4376774,-69.83395,4917.0,6.1,30.0,14.7,29.7,75.3,7.4,11.3,87.3,5.7,77.2,65.3,12.6,81.5,7.0,56.5,44.3,15.7,72.1,23.3,8.8,27.5,12.0,6.8,34.7,5.9,2.8,22.5,76.9,14.5,11.4,34.0,10.0,2.9,28.7,2.7,12.7,3.5,(-69.87663925 44.45857058),2849.0,High,0,0,0,0,1,0,1,0,0
5401,265000,3.0,1.0,1408.0,174240.0,1940.0,7,188.0,44.2699554,-69.8315289,4344.0,7.6,31.3,13.7,31.3,77.0,7.9,11.6,84.9,6.7,77.3,62.9,14.4,81.4,8.2,53.9,40.1,16.7,68.4,23.8,9.7,31.3,14.1,8.1,36.0,7.1,3.2,25.4,76.5,15.3,13.5,33.5,11.0,3.4,28.6,3.2,15.8,4.4,(-69.8213306 44.25883731),2951.0,Low,0,0,0,0,1,0,1,0,0
5403,225000,4.0,1.5,2181.0,4356.0,1950.0,7,103.0,44.5425114,-69.6202941,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
5404,445000,3.0,2.5,1950.0,132422.0,2023.0,7,228.0,44.4363868,-70.0051236,4352.0,6.8,31.2,13.9,31.4,76.5,7.5,11.5,85.7,6.3,77.4,64.2,13.7,80.3,8.0,55.0,42.3,17.0,69.5,23.5,9.7,29.8,13.8,7.5,35.9,6.7,3.0,24.5,76.9,14.9,12.9,34.7,10.9,3.4,28.8,3.0,14.6,4.2,(-69.96093512 44.46558053),1632.0,High,0,0,0,0,1,0,1,0,0
5405,300000,3.0,1.0,1344.0,43995.0,1970.0,7,223.0,44.4956035,-69.797205,4917.0,6.1,30.0,14.7,29.7,75.3,7.4,11.3,87.3,5.7,77.2,65.3,12.6,81.5,7.0,56.5,44.3,15.7,72.1,23.3,8.8,27.5,12.0,6.8,34.7,5.9,2.8,22.5,76.9,14.5,11.4,34.0,10.0,2.9,28.7,2.7,12.7,3.5,(-69.87663925 44.45857058),2849.0,Low,0,0,0,0,1,0,1,0,0
5407,325000,1.0,1.0,700.0,131986.0,2003.0,8,464.0,44.30982,-69.670292,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5408,399900,2.0,2.0,2496.0,174240.0,1965.0,8,160.0,44.3171577,-69.7308731,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,High,0,0,0,0,1,0,1,0,0
5409,315000,4.0,2.5,2597.0,8276.0,1880.0,8,121.0,44.3159919,-69.7810333,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5410,1675000,5.0,7.0,4800.0,15245.0,1843.0,8,349.0,44.528529,-69.888237,4917.0,6.1,30.0,14.7,29.7,75.3,7.4,11.3,87.3,5.7,77.2,65.3,12.6,81.5,7.0,56.5,44.3,15.7,72.1,23.3,8.8,27.5,12.0,6.8,34.7,5.9,2.8,22.5,76.9,14.5,11.4,34.0,10.0,2.9,28.7,2.7,12.7,3.5,(-69.87663925 44.45857058),2849.0,High,0,0,0,0,1,0,1,0,0
5412,349000,3.0,2.0,2563.0,38768.0,1880.0,9,136.0,44.2403771,-69.7714388,4344.0,7.6,31.3,13.7,31.3,77.0,7.9,11.6,84.9,6.7,77.3,62.9,14.4,81.4,8.2,53.9,40.1,16.7,68.4,23.8,9.7,31.3,14.1,8.1,36.0,7.1,3.2,25.4,76.5,15.3,13.5,33.5,11.0,3.4,28.6,3.2,15.8,4.4,(-69.8213306 44.25883731),2951.0,Low,0,0,0,0,1,0,1,0,0
5413,109900,2.0,2.0,980.0,87120.0,1986.0,9,112.0,44.5369456,-69.3802678,4910.0,8.7,32.4,13.7,33.0,76.4,7.3,12.0,83.9,7.0,76.7,59.8,16.7,78.4,9.6,51.2,37.4,21.1,63.6,25.0,10.9,34.4,16.6,8.4,36.3,8.4,3.2,29.0,76.2,16.9,15.4,36.9,12.6,4.2,30.8,3.4,19.5,5.3,(-69.44123167 44.51700932),2041.0,Low,0,1,0,0,0,0,1,0,0
5414,228000,4.0,1.0,1155.0,6969.0,1952.0,9,197.0,44.5492113,-69.6474919,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
5415,379000,6.0,1.5,2173.0,9583.0,1920.0,9,174.0,44.2847006,-69.7932403,4347.0,6.0,34.2,12.4,33.8,79.8,9.6,11.1,86.1,7.4,79.6,68.5,12.5,82.0,8.0,56.7,39.2,13.3,72.3,21.8,10.1,31.5,13.3,9.0,37.4,6.8,3.6,23.9,78.1,13.2,14.3,31.6,10.5,3.3,26.6,3.5,13.5,4.3,(-69.81407093 44.29049054),2355.0,Low,0,0,0,0,1,0,1,0,0
5416,188900,3.0,2.0,1680.0,174240.0,2000.0,9,112.0,44.31285,-69.63587,4363.0,9.3,30.8,14.4,30.9,74.6,6.9,12.4,83.5,6.4,75.7,59.1,16.9,78.9,9.2,51.3,40.2,21.1,64.5,25.7,9.9,33.2,16.2,7.6,35.5,8.0,3.0,27.8,74.9,17.2,14.1,35.9,12.2,3.9,30.5,3.1,18.9,4.9,(-69.57805927 44.31099886),2575.0,Low,0,1,0,0,0,0,1,0,0
5417,175000,5.0,3.0,1711.0,6098.0,1900.0,9,102.0,44.5669949,-69.6224803,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,1,0,0,0,1,0,0
5418,275000,5.0,2.5,2585.0,9147.0,1900.0,9,106.0,44.3121759,-69.7805087,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,1,0,0,0,1,0,0
5419,150000,3.0,1.0,1248.0,16117.0,1951.0,9,120.0,44.5906022,-69.5840848,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
5420,395000,4.0,2.5,2800.0,169884.0,2008.0,11,141.0,44.556326,-69.4226886,4910.0,8.7,32.4,13.7,33.0,76.4,7.3,12.0,83.9,7.0,76.7,59.8,16.7,78.4,9.6,51.2,37.4,21.1,63.6,25.0,10.9,34.4,16.6,8.4,36.3,8.4,3.2,29.0,76.2,16.9,15.4,36.9,12.6,4.2,30.8,3.4,19.5,5.3,(-69.44123167 44.51700932),2041.0,Low,0,0,0,0,1,0,1,0,0
5421,189000,3.0,1.0,896.0,108900.0,1851.0,11,211.0,44.5335271,-69.4104792,4910.0,8.7,32.4,13.7,33.0,76.4,7.3,12.0,83.9,7.0,76.7,59.8,16.7,78.4,9.6,51.2,37.4,21.1,63.6,25.0,10.9,34.4,16.6,8.4,36.3,8.4,3.2,29.0,76.2,16.9,15.4,36.9,12.6,4.2,30.8,3.4,19.5,5.3,(-69.44123167 44.51700932),2041.0,Low,0,0,0,0,1,0,1,0,0
5422,925000,4.0,2.5,2850.0,54450.0,2003.0,11,325.0,44.41383,-69.794495,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,High,0,0,0,0,1,0,1,0,0
5423,450000,4.0,2.0,2800.0,261360.0,1840.0,12,161.0,44.2184569,-69.9279473,4350.0,6.9,28.5,15.4,28.3,73.9,6.8,11.4,86.2,5.4,76.1,62.9,13.4,80.3,7.0,56.1,43.7,16.6,70.9,23.7,8.3,27.6,12.3,6.5,33.9,6.0,2.6,23.1,76.3,15.2,11.1,33.6,10.0,2.8,29.1,2.6,13.8,3.5,(-69.93984831 44.16256355),3577.0,High,0,0,0,0,1,0,1,0,0
5424,315000,4.0,1.0,1547.0,50529.0,1953.0,12,204.0,44.3315529,-69.8166356,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5426,259900,4.0,1.5,1780.0,39204.0,1880.0,13,146.0,44.5524305,-69.629015,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
5427,280000,3.0,2.0,1980.0,10018.0,1961.0,13,141.0,44.3059495,-69.756902,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5428,215000,4.0,1.0,1092.0,7405.0,1952.0,13,197.0,44.3154592,-69.7590106,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5430,425000,3.0,3.0,2542.0,172062.0,1850.0,14,167.0,44.4138701,-69.8241256,4917.0,6.1,30.0,14.7,29.7,75.3,7.4,11.3,87.3,5.7,77.2,65.3,12.6,81.5,7.0,56.5,44.3,15.7,72.1,23.3,8.8,27.5,12.0,6.8,34.7,5.9,2.8,22.5,76.9,14.5,11.4,34.0,10.0,2.9,28.7,2.7,12.7,3.5,(-69.87663925 44.45857058),2849.0,High,0,0,0,0,1,0,1,0,0
5431,695000,2.0,1.0,1104.0,8712.0,1958.0,14,630.0,44.2801397,-69.8986994,4351.0,5.8,31.3,13.8,30.8,77.1,8.1,11.2,87.2,6.1,78.3,67.5,12.2,81.5,7.1,57.7,44.2,14.3,73.2,22.6,9.1,28.0,12.1,7.3,35.6,5.9,3.0,22.2,76.9,13.7,12.0,32.8,10.0,2.9,27.6,2.9,12.6,3.6,(-69.86102663 44.33137814),2571.0,High,0,0,0,0,1,0,1,0,0
