,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,LATITUDE,LONGITUDE,LocationID,ACCESS2,ARTHRITIS,BINGE,BPHIGH,BPMED,CANCER,CASTHMA,CERVICAL,CHD,CHECKUP,CHOLSCREEN,COGNITION,COLON_SCREEN,COPD,COREM,COREW,CSMOKING,DENTAL,DEPRESSION,DIABETES,DISABILITY,GHLTH,HEARING,HIGHCHOL,INDEPLIVE,KIDNEY,LPA,MAMMOUSE,MHLTH,MOBILITY,OBESITY,PHLTH,SELFCARE,SLEEP,STROKE,TEETHLOST,VISION,Geolocation,TotalPopulation,PRICE_cat2,PROPERTY TYPE_Condo/Co-op,PROPERTY TYPE_Mobile/Manufactured Home,PROPERTY TYPE_Multi-Family (2-4 Unit),PROPERTY TYPE_Multi-Family (5+ Unit),PROPERTY TYPE_Single Family Residential,PROPERTY TYPE_Townhouse,STATE OR PROVINCE_ME,STATE OR PROVINCE_NH,STATE OR PROVINCE_VT
5434,495000,3.0,3.0,1375.0,185130.0,1947.0,14,360.0,44.3402373,-70.034202,4284.0,6.1,34.1,13.0,33.8,78.5,8.3,11.5,86.2,7.0,78.8,67.4,13.3,80.7,8.5,54.7,41.1,16.1,70.5,23.1,10.7,30.8,14.1,8.1,37.5,6.8,3.3,24.5,78.1,14.2,14.1,34.8,11.3,3.7,28.3,3.3,14.2,4.4,(-70.0661244 44.35129062),1138.0,High,0,0,0,0,1,0,1,0,0
5435,275000,3.0,2.0,1248.0,74052.0,1985.0,14,220.0,44.3204751,-69.9792946,4364.0,6.2,31.5,13.8,31.2,77.2,8.0,11.4,86.2,6.3,78.0,65.8,12.9,81.6,7.6,56.0,43.3,15.1,71.7,23.2,9.4,29.1,12.8,7.5,35.9,6.3,3.0,23.3,77.2,14.4,12.6,33.5,10.4,3.1,28.0,3.0,13.3,3.9,(-69.96155157 44.31175989),6025.0,Low,0,0,0,0,1,0,1,0,0
5437,220000,2.0,1.0,1120.0,8712.0,1960.0,14,196.0,44.3605893,-69.5426593,4358.0,6.5,28.6,15.2,28.4,74.0,6.8,11.4,86.3,5.3,76.3,63.2,13.2,80.7,6.9,55.6,43.7,16.3,71.2,23.7,8.4,27.3,12.2,6.4,33.9,6.0,2.6,22.6,77.2,15.0,11.1,33.8,10.0,2.9,28.9,2.5,13.3,3.6,(-69.53285417 44.41826944),4276.0,Low,0,0,0,0,1,0,1,0,0
5438,189900,2.0,2.0,840.0,64904.0,2022.0,15,226.0,44.3894379,-69.6137025,4989.0,7.2,31.5,14.2,31.5,76.2,7.5,11.7,85.4,6.4,77.1,62.8,14.6,79.9,8.3,54.7,41.6,18.1,68.3,24.1,9.9,31.1,14.2,7.6,35.7,7.1,3.0,25.7,76.3,15.7,13.4,35.3,11.3,3.5,29.7,3.0,16.0,4.3,(-69.64788791 44.42979278),4215.0,Low,0,0,0,0,1,0,1,0,0
5440,215000,4.0,2.0,2007.0,27442.0,1800.0,15,107.0,44.3077643,-69.9684983,4364.0,6.2,31.5,13.8,31.2,77.2,8.0,11.4,86.2,6.3,78.0,65.8,12.9,81.6,7.6,56.0,43.3,15.1,71.7,23.2,9.4,29.1,12.8,7.5,35.9,6.3,3.0,23.3,77.2,14.4,12.6,33.5,10.4,3.1,28.0,3.0,13.3,3.9,(-69.96155157 44.31175989),6025.0,Low,0,0,0,0,1,0,1,0,0
5441,450000,3.0,2.0,2286.0,43995.0,2004.0,16,197.0,44.3940327,-69.7339636,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,High,0,0,0,0,1,0,1,0,0
5442,499000,4.0,4.0,3486.0,95832.0,2005.0,16,143.0,44.553221,-70.0055198,4360.0,6.7,33.3,13.3,33.3,78.2,8.0,11.5,84.9,6.8,78.3,66.0,13.5,82.0,8.5,54.1,42.5,16.7,69.8,23.2,10.6,30.5,14.3,7.8,37.7,6.7,3.1,24.8,77.8,14.5,13.7,34.7,11.3,3.5,28.4,3.1,13.7,4.3,(-70.00299262 44.54754935),560.0,High,0,0,0,0,1,0,1,0,0
5444,239000,3.0,1.0,923.0,43560.0,1962.0,18,259.0,44.4198637,-69.7998116,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5445,279900,4.0,2.5,2394.0,13939.0,1850.0,18,117.0,44.3130108,-69.7824722,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5446,624500,4.0,2.5,2300.0,1415700.0,1974.0,19,272.0,44.5135984,-69.9322331,4352.0,6.8,31.2,13.9,31.4,76.5,7.5,11.5,85.7,6.3,77.4,64.2,13.7,80.3,8.0,55.0,42.3,17.0,69.5,23.5,9.7,29.8,13.8,7.5,35.9,6.7,3.0,24.5,76.9,14.9,12.9,34.7,10.9,3.4,28.8,3.0,14.6,4.2,(-69.96093512 44.46558053),1632.0,High,0,0,0,0,1,0,1,0,0
5447,299900,3.0,2.0,1703.0,156816.0,1880.0,19,176.0,44.17492,-69.762787,4359.0,7.4,30.1,14.6,30.3,74.3,6.6,12.2,84.4,5.8,76.2,60.8,15.5,78.6,8.3,53.4,37.6,19.2,67.1,25.2,9.7,30.7,14.5,6.9,34.6,7.3,2.8,25.4,78.2,16.6,13.0,36.0,11.4,3.7,30.4,2.8,15.4,4.4,(-69.761708 44.17683105),388.0,Low,0,0,0,0,1,0,1,0,0
5448,399900,3.0,2.0,1846.0,41382.0,1986.0,19,217.0,44.3831537,-69.5936583,4358.0,6.5,28.6,15.2,28.4,74.0,6.8,11.4,86.3,5.3,76.3,63.2,13.2,80.7,6.9,55.6,43.7,16.3,71.2,23.7,8.4,27.3,12.2,6.4,33.9,6.0,2.6,22.6,77.2,15.0,11.1,33.8,10.0,2.9,28.9,2.5,13.3,3.6,(-69.53285417 44.41826944),4276.0,High,0,0,0,0,1,0,1,0,0
5451,179900,4.0,1.5,1353.0,2613.0,1860.0,19,133.0,44.3162738,-69.775425,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5452,299000,2.0,2.0,1080.0,5662.0,2019.0,19,277.0,44.307498,-69.74463,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5453,439000,3.0,1.0,2336.0,196020.0,2000.0,20,188.0,44.457531,-70.060502,4349.0,6.4,32.8,13.5,32.7,77.3,7.8,11.6,86.1,6.6,78.2,66.3,13.4,80.3,8.2,53.6,42.5,16.5,70.1,23.5,10.4,30.1,13.9,7.6,36.5,6.7,3.1,24.1,76.8,14.6,13.4,35.1,11.1,3.6,28.7,3.1,13.8,4.3,(-70.06853862 44.43724175),1158.0,High,0,0,0,0,1,0,1,0,0
5455,464900,2.0,2.0,1511.0,87991.0,2002.0,20,308.0,44.423592,-69.793651,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,High,0,0,0,0,1,0,1,0,0
5456,154900,4.0,2.0,1808.0,10454.0,1920.0,20,86.0,44.5468442,-69.714416,4963.0,6.8,30.1,14.5,30.1,75.4,7.1,11.6,85.4,5.9,76.9,62.8,13.9,80.5,7.6,55.1,42.0,16.8,69.7,24.1,9.3,29.3,13.2,7.1,34.9,6.6,2.9,24.0,77.4,15.5,12.3,34.6,10.6,3.3,29.2,2.8,14.4,4.0,(-69.88746807 44.57217293),7238.0,Low,0,0,1,0,0,0,1,0,0
5457,520000,4.0,3.0,2204.0,65340.0,1986.0,20,236.0,44.3417899,-69.8863623,4364.0,6.2,31.5,13.8,31.2,77.2,8.0,11.4,86.2,6.3,78.0,65.8,12.9,81.6,7.6,56.0,43.3,15.1,71.7,23.2,9.4,29.1,12.8,7.5,35.9,6.3,3.0,23.3,77.2,14.4,12.6,33.5,10.4,3.1,28.0,3.0,13.3,3.9,(-69.96155157 44.31175989),6025.0,High,0,0,0,0,1,0,1,0,0
5459,250000,4.0,3.0,3217.0,8712.0,1892.0,20,78.0,44.310814,-69.7654682,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5460,450000,2.0,1.5,1650.0,87120.0,1900.0,21,273.0,44.398726,-69.99786,4355.0,6.6,29.6,14.5,29.5,75.2,7.2,11.3,87.0,5.7,76.9,64.5,13.0,80.9,7.2,55.8,44.2,16.0,71.1,23.2,8.8,27.9,12.6,6.9,34.6,6.1,2.8,23.1,77.1,14.5,11.7,33.7,10.2,3.0,28.4,2.7,13.9,3.8,(-69.94907355 44.38209076),2600.0,High,0,0,0,0,1,0,1,0,0
5463,759900,2.0,1.0,1190.0,21344.0,1956.0,21,639.0,44.3930381,-69.9992643,4355.0,6.6,29.6,14.5,29.5,75.2,7.2,11.3,87.0,5.7,76.9,64.5,13.0,80.9,7.2,55.8,44.2,16.0,71.1,23.2,8.8,27.9,12.6,6.9,34.6,6.1,2.8,23.1,77.1,14.5,11.7,33.7,10.2,3.0,28.4,2.7,13.9,3.8,(-69.94907355 44.38209076),2600.0,High,0,0,0,0,1,0,1,0,0
5464,275000,3.0,2.0,2346.0,43560.0,1971.0,21,117.0,44.3221998,-69.75861,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5465,319900,2.0,1.0,990.0,670824.0,2023.0,22,323.0,44.457802,-70.0609277,4349.0,6.4,32.8,13.5,32.7,77.3,7.8,11.6,86.1,6.6,78.2,66.3,13.4,80.3,8.2,53.6,42.5,16.5,70.1,23.5,10.4,30.1,13.9,7.6,36.5,6.7,3.1,24.1,76.8,14.6,13.4,35.1,11.1,3.6,28.7,3.1,13.8,4.3,(-70.06853862 44.43724175),1158.0,Low,0,0,0,0,1,0,1,0,0
5467,349900,3.0,2.0,2800.0,8276.0,1950.0,23,125.0,44.57086,-69.621037,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
5468,289000,2.0,1.5,1000.0,10454.0,1922.0,23,289.0,44.181585,-69.8802989,4345.0,8.5,31.1,14.1,31.4,75.5,7.1,12.1,84.1,6.6,76.4,60.1,16.1,79.1,9.0,52.3,39.5,19.8,65.3,25.1,10.2,32.7,15.7,7.8,35.6,7.9,3.1,27.2,76.2,16.7,14.3,36.0,11.9,4.0,30.1,3.2,18.2,5.0,(-69.8019665 44.20083818),11646.0,Low,0,0,0,0,1,0,1,0,0
5470,229000,4.0,1.0,1522.0,13068.0,1800.0,26,150.0,44.1343012,-69.9644888,4350.0,6.9,28.5,15.4,28.3,73.9,6.8,11.4,86.2,5.4,76.1,62.9,13.4,80.3,7.0,56.1,43.7,16.6,70.9,23.7,8.3,27.6,12.3,6.5,33.9,6.0,2.6,23.1,76.3,15.2,11.1,33.6,10.0,2.8,29.1,2.6,13.8,3.5,(-69.93984831 44.16256355),3577.0,Low,0,0,0,0,1,0,1,0,0
5471,359900,3.0,2.0,1304.0,95832.0,1991.0,26,276.0,44.2480526,-69.9938509,4259.0,8.1,30.5,14.5,30.5,74.5,6.7,12.2,84.9,6.0,76.1,60.3,15.8,78.4,8.5,52.6,40.2,19.8,66.1,25.3,9.7,31.5,15.0,7.2,34.9,7.5,2.9,26.5,76.5,16.8,13.4,36.2,11.7,3.7,30.5,2.9,16.9,4.6,(-70.0065825 44.22139009),3264.0,Low,0,0,0,0,1,0,1,0,0
5472,449000,3.0,2.5,2811.0,91476.0,1992.0,26,160.0,44.4048749,-69.76149,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,High,0,0,0,0,1,0,1,0,0
5473,295000,3.0,3.5,1433.0,6969.0,1920.0,27,206.0,44.2368461,-69.7781702,4345.0,8.5,31.1,14.1,31.4,75.5,7.1,12.1,84.1,6.6,76.4,60.1,16.1,79.1,9.0,52.3,39.5,19.8,65.3,25.1,10.2,32.7,15.7,7.8,35.6,7.9,3.1,27.2,76.2,16.7,14.3,36.0,11.9,4.0,30.1,3.2,18.2,5.0,(-69.8019665 44.20083818),11646.0,Low,0,0,0,0,1,0,1,0,0
5475,140000,4.0,2.0,1786.0,6969.0,1890.0,28,78.0,44.5603253,-69.6318841,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
5477,339900,7.0,5.0,3764.0,6969.0,1900.0,29,90.0,44.3105011,-69.7750555,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,1,0,0,1,0,0
5478,149900,5.0,3.0,2417.0,11325.0,1930.0,30,62.0,44.5451428,-69.6336584,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,1,0,0,0,1,0,0
5479,550000,8.0,4.0,5900.0,87120.0,1880.0,30,93.0,44.194363,-69.700338,4345.0,8.5,31.1,14.1,31.4,75.5,7.1,12.1,84.1,6.6,76.4,60.1,16.1,79.1,9.0,52.3,39.5,19.8,65.3,25.1,10.2,32.7,15.7,7.8,35.6,7.9,3.1,27.2,76.2,16.7,14.3,36.0,11.9,4.0,30.1,3.2,18.2,5.0,(-69.8019665 44.20083818),11646.0,High,0,0,0,0,1,0,1,0,0
5480,850000,2.0,2.0,972.0,60983.0,1966.0,30,874.0,44.4803,-69.9267,4352.0,6.8,31.2,13.9,31.4,76.5,7.5,11.5,85.7,6.3,77.4,64.2,13.7,80.3,8.0,55.0,42.3,17.0,69.5,23.5,9.7,29.8,13.8,7.5,35.9,6.7,3.0,24.5,76.9,14.9,12.9,34.7,10.9,3.4,28.8,3.0,14.6,4.2,(-69.96093512 44.46558053),1632.0,High,0,0,0,0,1,0,1,0,0
5481,275000,3.0,1.0,1418.0,14374.0,1984.0,30,194.0,44.3022876,-69.9641837,4364.0,6.2,31.5,13.8,31.2,77.2,8.0,11.4,86.2,6.3,78.0,65.8,12.9,81.6,7.6,56.0,43.3,15.1,71.7,23.2,9.4,29.1,12.8,7.5,35.9,6.3,3.0,23.3,77.2,14.4,12.6,33.5,10.4,3.1,28.0,3.0,13.3,3.9,(-69.96155157 44.31175989),6025.0,Low,0,0,0,0,1,0,1,0,0
5482,199000,3.0,2.0,1109.0,61419.0,1940.0,30,179.0,44.498418,-69.7984787,4917.0,6.1,30.0,14.7,29.7,75.3,7.4,11.3,87.3,5.7,77.2,65.3,12.6,81.5,7.0,56.5,44.3,15.7,72.1,23.3,8.8,27.5,12.0,6.8,34.7,5.9,2.8,22.5,76.9,14.5,11.4,34.0,10.0,2.9,28.7,2.7,12.7,3.5,(-69.87663925 44.45857058),2849.0,Low,0,0,0,0,1,0,1,0,0
5483,1590000,5.0,2.5,2340.0,1742400.0,1870.0,30,679.0,44.491133,-69.8565121,4917.0,6.1,30.0,14.7,29.7,75.3,7.4,11.3,87.3,5.7,77.2,65.3,12.6,81.5,7.0,56.5,44.3,15.7,72.1,23.3,8.8,27.5,12.0,6.8,34.7,5.9,2.8,22.5,76.9,14.5,11.4,34.0,10.0,2.9,28.7,2.7,12.7,3.5,(-69.87663925 44.45857058),2849.0,High,0,0,0,0,1,0,1,0,0
5485,250000,3.0,1.0,1040.0,11761.0,1977.0,31,240.0,44.3504558,-69.7962986,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5486,700000,6.0,2.5,3600.0,2265120.0,1820.0,32,194.0,44.3982003,-69.6440083,4989.0,7.2,31.5,14.2,31.5,76.2,7.5,11.7,85.4,6.4,77.1,62.8,14.6,79.9,8.3,54.7,41.6,18.1,68.3,24.1,9.9,31.1,14.2,7.6,35.7,7.1,3.0,25.7,76.3,15.7,13.4,35.3,11.3,3.5,29.7,3.0,16.0,4.3,(-69.64788791 44.42979278),4215.0,High,0,0,0,0,1,0,1,0,0
5487,230000,3.0,2.0,1736.0,126324.0,1900.0,33,132.0,44.3287855,-69.7820967,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5488,975000,6.0,6.0,5878.0,7840.0,1931.0,33,166.0,44.2261534,-69.7757593,4345.0,8.5,31.1,14.1,31.4,75.5,7.1,12.1,84.1,6.6,76.4,60.1,16.1,79.1,9.0,52.3,39.5,19.8,65.3,25.1,10.2,32.7,15.7,7.8,35.6,7.9,3.1,27.2,76.2,16.7,14.3,36.0,11.9,4.0,30.1,3.2,18.2,5.0,(-69.8019665 44.20083818),11646.0,High,0,0,0,0,1,0,1,0,0
5489,205000,2.0,1.0,994.0,22651.0,1949.0,33,206.0,44.3096842,-69.7414611,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,Low,0,0,0,0,1,0,1,0,0
5490,1350000,4.0,3.5,3520.0,11325.0,1996.0,34,384.0,44.1792619,-69.9758206,4259.0,8.1,30.5,14.5,30.5,74.5,6.7,12.2,84.9,6.0,76.1,60.3,15.8,78.4,8.5,52.6,40.2,19.8,66.1,25.3,9.7,31.5,15.0,7.2,34.9,7.5,2.9,26.5,76.5,16.8,13.4,36.2,11.7,3.7,30.5,2.9,16.9,4.6,(-70.0065825 44.22139009),3264.0,High,0,0,0,0,1,0,1,0,0
5494,535000,3.0,2.5,2491.0,241758.0,2002.0,34,215.0,44.3570014,-69.6697547,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,High,0,0,0,0,1,0,1,0,0
5495,850000,3.0,1.0,1600.0,1298523.0,2010.0,34,531.0,44.5084907,-69.9333953,4352.0,6.8,31.2,13.9,31.4,76.5,7.5,11.5,85.7,6.3,77.4,64.2,13.7,80.3,8.0,55.0,42.3,17.0,69.5,23.5,9.7,29.8,13.8,7.5,35.9,6.7,3.0,24.5,76.9,14.9,12.9,34.7,10.9,3.4,28.8,3.0,14.6,4.2,(-69.96093512 44.46558053),1632.0,High,0,0,0,0,1,0,1,0,0
5496,369900,3.0,2.0,1296.0,196020.0,1986.0,34,285.0,44.4120304,-69.498926,4358.0,6.5,28.6,15.2,28.4,74.0,6.8,11.4,86.3,5.3,76.3,63.2,13.2,80.7,6.9,55.6,43.7,16.3,71.2,23.7,8.4,27.3,12.2,6.4,33.9,6.0,2.6,22.6,77.2,15.0,11.1,33.8,10.0,2.9,28.9,2.5,13.3,3.6,(-69.53285417 44.41826944),4276.0,Low,0,0,0,0,1,0,1,0,0
5497,229900,5.0,1.0,1310.0,6969.0,1925.0,35,175.0,44.563473,-69.6342704,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
5498,669000,3.0,2.5,2087.0,40510.0,2024.0,35,321.0,44.3058444,-69.7995741,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,High,0,0,0,0,1,0,1,0,0
5499,559000,3.0,2.5,2299.0,54885.0,2003.0,35,243.0,44.599919,-69.7637229,4963.0,6.8,30.1,14.5,30.1,75.4,7.1,11.6,85.4,5.9,76.9,62.8,13.9,80.5,7.6,55.1,42.0,16.8,69.7,24.1,9.3,29.3,13.2,7.1,34.9,6.6,2.9,24.0,77.4,15.5,12.3,34.6,10.6,3.3,29.2,2.8,14.4,4.0,(-69.88746807 44.57217293),7238.0,High,0,0,0,0,1,0,1,0,0
5500,294900,4.0,2.0,2772.0,92347.0,1890.0,36,106.0,44.583726,-69.553299,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
5503,82400,2.0,1.0,900.0,22651.0,1988.0,37,92.0,44.4032985,-69.9052587,4355.0,6.6,29.6,14.5,29.5,75.2,7.2,11.3,87.0,5.7,76.9,64.5,13.0,80.9,7.2,55.8,44.2,16.0,71.1,23.2,8.8,27.9,12.6,6.9,34.6,6.1,2.8,23.1,77.1,14.5,11.7,33.7,10.2,3.0,28.4,2.7,13.9,3.8,(-69.94907355 44.38209076),2600.0,Low,0,1,0,0,0,0,1,0,0
5504,120000,3.0,1.0,924.0,41817.0,1987.0,37,130.0,44.5572227,-69.7408847,4963.0,6.8,30.1,14.5,30.1,75.4,7.1,11.6,85.4,5.9,76.9,62.8,13.9,80.5,7.6,55.1,42.0,16.8,69.7,24.1,9.3,29.3,13.2,7.1,34.9,6.6,2.9,24.0,77.4,15.5,12.3,34.6,10.6,3.3,29.2,2.8,14.4,4.0,(-69.88746807 44.57217293),7238.0,Low,0,1,0,0,0,0,1,0,0
5505,475000,4.0,3.0,2054.0,142876.0,2014.0,39,231.0,44.287052,-69.937145,4364.0,6.2,31.5,13.8,31.2,77.2,8.0,11.4,86.2,6.3,78.0,65.8,12.9,81.6,7.6,56.0,43.3,15.1,71.7,23.2,9.4,29.1,12.8,7.5,35.9,6.3,3.0,23.3,77.2,14.4,12.6,33.5,10.4,3.1,28.0,3.0,13.3,3.9,(-69.96155157 44.31175989),6025.0,High,0,0,0,0,1,0,1,0,0
5508,229900,5.0,4.0,2808.0,16552.0,2005.0,40,82.0,44.5412522,-69.6485125,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,1,0,0,0,1,0,0
5510,769000,2.0,2.5,1830.0,16117.0,2006.0,40,420.0,44.3311152,-69.6600139,4330.0,8.8,31.8,13.6,32.5,76.6,7.5,12.0,83.4,7.1,76.7,59.8,16.4,79.1,9.3,52.0,37.6,19.5,64.3,24.6,10.7,34.2,16.4,8.6,36.3,8.4,3.3,28.4,76.0,16.6,15.2,35.6,12.2,4.2,29.9,3.4,19.7,5.3,(-69.6778335 44.30088682),26086.0,High,0,0,0,0,1,0,1,0,0
5512,174900,3.0,1.0,1416.0,5227.0,1920.0,40,124.0,44.5612856,-69.6349333,4901.0,8.3,30.3,13.8,30.8,76.4,7.4,12.2,82.6,6.8,76.6,58.0,16.6,79.3,8.7,52.8,37.8,17.6,65.8,25.2,9.9,33.8,15.3,8.3,35.6,8.3,3.2,27.0,76.2,17.2,14.4,34.0,11.6,3.9,29.2,3.2,18.3,5.1,(-69.57045004 44.55447239),26248.0,Low,0,0,0,0,1,0,1,0,0
